股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,成交额(千元),MA5,MA10,MACD,RSI,VOLATILITY,大盘指数,RET,LOG_RET,INDEX_RET
002594.SZ,2019-01-21,46.76,48.26,46.12,48.21,46.82,1.39,623.110349,48.05,49.026,-0.33176321927710006,46.56647697205453,0.024873875833178703,2610.5094,0.029688167449807734,0.029256006354766162,0.005586967917172503
002594.SZ,2019-01-22,48.06,48.8,47.6,47.7,48.21,-0.51,405.187157,47.83,48.507999999999996,-0.35144489178048843,44.927492823678435,0.021605776228198276,2579.7041,-0.010578718108276264,-0.010635070523235349,-0.011800493804006162
002594.SZ,2019-01-23,47.42,48.88,47.33,48.8,47.7,1.1,468.388887,47.804,48.342,-0.2952473067550727,52.55519780574796,0.019854056815774526,2581.0041,0.023060796645702153,0.02279891496480581,0.0005039337651167042
002594.SZ,2019-01-24,48.93,48.97,47.66,48.52,48.8,-0.28,346.868853,48.010000000000005,48.309000000000005,-0.266052493530907,41.24892543262484,0.01719028398921252,2591.6935,-0.0057377049180327155,-0.00575422878325204,0.004141566454698653
002594.SZ,2019-01-25,48.55,49.64,48.19,49.18,48.52,0.66,495.909173,48.482000000000006,48.325,-0.19881495887166523,40.86016773843273,0.017742791114327673,2601.7234,0.013602638087386598,0.013510952712197079,0.003870017808818904
002594.SZ,2019-01-28,49.2,49.85,48.28,48.46,49.18,-0.72,421.062141,48.532000000000004,48.291,-0.1909111909925585,30.476994109724586,0.018338278750820187,2596.9767,-0.014640097600650659,-0.014748321399666822,-0.0018244445201206494
002594.SZ,2019-01-29,48.45,48.45,47.03,48.0,48.46,-0.46,294.079276,48.592,48.211,-0.21250041171856537,36.858919228112256,0.018551205223493645,2594.2536,-0.009492364836979017,-0.00953770448048881,-0.0010485654337984984
002594.SZ,2019-01-30,47.95,48.27,46.9,47.15,48.0,-0.85,395.16891100000004,48.262,48.033,-0.28286931138626414,40.116213764303154,0.019152343456533598,2575.5756,-0.017708333333333326,-0.01786700182842442,-0.007199758728290817
002594.SZ,2019-01-31,47.1,47.49,46.27,46.42,47.15,-0.73,336.548858,47.842,47.926,-0.38294485686736124,35.80780553392165,0.017492989670503088,2584.5724,-0.015482502651113395,-0.015603608233175446,0.003493122081137834
002594.SZ,2019-02-01,46.75,48.31,46.51,48.27,46.42,1.85,437.206887,47.660000000000004,48.071000000000005,-0.33033306083292757,47.543960554638794,0.02129953632093994,2618.2323,0.03985351141749249,0.03907984882611058,0.013023392186653382
002594.SZ,2019-02-11,48.8,50.33,48.8,50.2,48.27,1.93,643.280484,48.008,48.269999999999996,-0.15289012486108788,55.50308356578855,0.022907219323460612,2653.896,0.03998342655893938,0.03920477702528206,0.013621289447846241
002594.SZ,2019-02-12,50.21,51.15,49.88,50.58,50.2,0.38,520.271543,48.524,48.558,0.013305738977607007,56.36077185421697,0.022309814247006936,2671.8937,0.007569721115537664,0.007541214544135395,0.006781614652571211
002594.SZ,2019-02-13,50.58,52.09,50.32,51.57,50.58,0.99,631.189934,49.408,48.834999999999994,0.21203922563729094,66.29385558195065,0.02204085096556856,2721.0683,0.019572953736654908,0.01938386682104859,0.018404399845697306
002594.SZ,2019-02-14,51.85,54.06,51.85,53.72,51.57,2.15,900.048082,50.868,49.355000000000004,0.5167994025697737,74.64278250007467,0.024282651494217017,2719.6999,0.04169090556525101,0.04084526359216915,-0.0005028907212655254
002594.SZ,2019-02-15,53.4,53.4,51.52,51.67,53.72,-2.05,798.3557830000001,51.548,49.604,0.6018220299878934,61.800759535427474,0.02866784893360746,2682.385,-0.03816083395383463,-0.03890802935594351,-0.013720227000045049
002594.SZ,2019-02-18,51.93,52.79,51.64,52.45,51.67,0.78,878.505553,51.998000000000005,50.003,0.7173881957920045,65.9075068516346,0.027899481157270683,2754.3566,0.015095800270950255,0.014982992543212932,0.02683119686398472
002594.SZ,2019-02-19,52.5,52.66,50.99,51.74,52.45,-0.71,746.4704869999999,52.230000000000004,50.377,0.747712731820009,60.109983387911484,0.028213480235030133,2755.6459,-0.013536701620591063,-0.013629158084423132,0.00046809479934428744
002594.SZ,2019-02-20,51.8,52.8,51.54,52.36,51.74,0.62,653.7061709999999,52.388,50.898,0.8080791107793814,62.90316662336474,0.026744585313833457,2761.2189,0.011982991882489413,0.01191176428381615,0.0020223933706431385
002594.SZ,2019-02-21,52.3,53.01,51.56,51.94,52.36,-0.42,659.357725,52.032,51.45,0.8149817427524795,59.42617267988952,0.02602245628921085,2751.8012,-0.008021390374331583,-0.008053734807096827,-0.003410703874292653
002594.SZ,2019-02-22,51.8,51.88,50.9,51.88,51.94,-0.06,614.630406,52.074,51.811,0.8065190261378987,62.23169733592543,0.024246479021076302,2804.2262,-0.0011551790527530859,-0.001155846786359162,0.019051158201399243
002594.SZ,2019-02-25,51.88,55.13,51.5,55.06,51.88,3.18,1389.4280079999999,52.596000000000004,52.297000000000004,1.027385960132193,71.13766491453242,0.02805604433841877,2961.2834,0.061295296838858926,0.05949014026621814,0.05600732209120629
002594.SZ,2019-02-26,57.2,58.67,56.44,56.74,55.06,1.68,1676.14779,53.596000000000004,52.913,1.3140120755260085,77.35304717954021,0.0287968077511979,2941.5163,0.030512168543407103,0.030055929666243947,-0.006675180092523436
002594.SZ,2019-02-27,56.2,56.25,54.15,54.96,56.74,-1.78,1257.964248,54.116,53.251999999999995,1.3892308562701174,72.98164576194615,0.03165808089878982,2953.8242,-0.03137116672541418,-0.0318737814666114,0.004184202548869198
002594.SZ,2019-02-28,55.12,55.22,54.16,54.51,54.96,-0.45,515.781621,54.629999999999995,53.330999999999996,1.3981092327228808,68.16059637669677,0.029405002268485518,2940.9538,-0.008187772925764225,-0.008221476837904425,-0.004357199050640914
002594.SZ,2019-03-01,54.88,54.98,52.88,53.8,54.51,-0.71,935.733501,55.013999999999996,53.544,1.3351400459918707,61.27814173596588,0.026540001325114415,2994.005,-0.013025133003118694,-0.013110703908450778,0.018038773679477815
002594.SZ,2019-03-04,54.0,54.79,52.73,53.68,53.8,-0.12,1617.182254,54.738,53.666999999999994,1.2613887047527186,59.87255807542593,0.02632587166178566,3027.5755,-0.0022304832713754275,-0.0022329745043123414,0.011212573125295222
002594.SZ,2019-03-05,53.66,54.23,53.0,54.08,53.68,0.4,1054.132204,54.205999999999996,53.900999999999996,1.2197398593433277,58.30570375381519,0.02572386494009993,3054.2466,0.007451564828613977,0.007423939071282267,0.008809392201780009
002594.SZ,2019-03-06,54.5,54.96,53.5,54.44,54.08,0.36,1195.8920220000002,54.102,54.108999999999995,1.2007339647561182,52.702647309529844,0.02561178678039294,3102.0991,0.006656804733727872,0.006634746048556733,0.015667529923746093
002594.SZ,2019-03-07,54.1,54.1,53.01,53.38,54.44,-1.06,976.603632,53.876,54.253,1.0906084247514016,56.93424192381291,0.026460334393700848,3106.4179,-0.01947097722263036,-0.019663033806887182,0.0013922185787036412
002594.SZ,2019-03-08,53.0,53.0,51.05,51.12,53.38,-2.26,962.751253,53.339999999999996,54.177,0.8176888370705839,45.18460299895421,0.030136577128663584,2969.8614,-0.042337954289996316,-0.04326033390709878,-0.043959474995299286
002594.SZ,2019-03-11,51.1,52.48,51.1,52.37,51.12,1.25,654.575666,53.077999999999996,53.907999999999994,0.6912247020139404,52.19507102919898,0.02309419899772712,3026.9925,0.024452269170579077,0.024158098222116998,0.01923695833078276
002594.SZ,2019-03-12,52.4,52.88,51.71,51.99,52.37,-0.38,725.665664,52.660000000000004,53.43299999999999,0.5548483430172553,48.688824830365164,0.019493335946838396,3060.3073,-0.007256062631277316,-0.007282515895771777,0.011005907678991678
002594.SZ,2019-03-13,51.78,52.77,51.3,52.0,51.99,0.01,662.997519,52.172000000000004,53.137,0.442479379537275,50.218926783578475,0.01787228012810757,3026.9513,0.0001923446816696206,0.00019232618580302034,-0.010899559008338722
002594.SZ,2019-03-14,52.01,55.15,52.01,54.57,52.0,2.57,1889.955259,52.410000000000004,53.142999999999994,0.5493314710975596,58.29729696717103,0.024805564636923415,2990.685,0.049423076923077014,0.048240562616713306,-0.011981130981525978
002594.SZ,2019-03-15,55.05,56.2,54.13,55.39,54.57,0.82,1416.034163,53.263999999999996,53.302,0.6906354498823575,51.19128399436996,0.02470642716660611,3021.7512,0.015026571376214104,0.014914790846872021,0.010387653664628793
002594.SZ,2019-03-18,55.5,56.44,55.39,55.66,55.39,0.27,863.433541,53.922000000000004,53.5,0.8144840298273266,45.659112602284836,0.02463526288614061,3096.4176,0.004874526087741415,0.0048626840527321346,0.024709645188525142
