股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,成交额(千元),MA5,MA10,MACD,RSI,VOLATILITY,大盘指数,RET,LOG_RET,INDEX_RET
688235.SH,2022-01-04,143.77,144.49,141.81,141.97,144.51,-2.54,482.89017700000005,143.402,147.835,-2.108955864952037,19.911355531529722,0.020169376051724617,3632.3289,-0.017576638294927616,-0.017732941634756447,-0.0020458679950416947
688235.SH,2022-01-05,139.9,139.9,136.0,136.2,141.97,-5.77,678.185303,141.732,145.749,-2.525087432377944,16.83618212776905,0.0213357633596437,3595.1761,-0.0406423892371629,-0.04149137396007073,-0.010228368912297503
688235.SH,2022-01-06,130.66,132.82,130.2,132.6,136.2,-3.6,418.983382,139.432,143.224,-3.027446705987188,15.315090024150962,0.02053208993695567,3586.0792,-0.026431718061673992,-0.026787315963649843,-0.002530307208039151
688235.SH,2022-01-07,132.99,135.5,132.99,133.0,132.6,0.4,331.536634,137.656,141.127,-3.3482414932568645,14.055523133928531,0.021254882761521453,3579.5427,0.003016591251885359,0.003012050469991621,-0.001822742788279763
688235.SH,2022-01-10,133.8,135.87,132.2,134.53,133.0,1.53,291.865991,135.66,139.98,-3.4563484100376627,20.258855272257392,0.018047497791544225,3593.5187,0.01150375939849635,0.011438094275697874,0.0039044093537423663
688235.SH,2022-01-11,136.0,137.18,134.88,135.12,134.53,0.59,269.80963199999997,134.29,138.846,-3.459541505632558,18.42256022119048,0.018136286890366046,3567.4409,0.00438563889095378,0.004376050002093191,-0.007256898370947673
688235.SH,2022-01-12,135.25,136.49,134.38,134.9,135.12,-0.22,227.850944,134.03000000000003,137.881,-3.4345959612244883,16.41790372108133,0.01813429583277451,3597.4321,-0.001628182356423924,-0.0016295092858344409,0.008406922732763444
688235.SH,2022-01-13,135.79,136.9,134.56,134.61,134.9,-0.29,294.026758,134.43200000000002,136.93200000000002,-3.3933434438963275,18.345315342236304,0.018158220915386474,3555.2585,-0.002149740548554435,-0.0021520545577084793,-0.011723251149062697
688235.SH,2022-01-14,132.2,134.44,131.0,133.12,134.61,-1.49,339.730326,134.456,136.05599999999998,-3.4209160285773805,23.277994776268628,0.017976450243410956,3521.2559,-0.011069014189139081,-0.011130731583103294,-0.009564030294843429
688235.SH,2022-01-17,132.0,134.95,131.8,134.31,133.12,1.19,243.473723,134.412,135.036,-3.320898197256639,25.53361427826823,0.01672107099931834,3541.666,0.008939302884615419,0.008899583848085427,0.005796255818840024
688235.SH,2022-01-18,134.02,134.7,132.61,133.23,134.31,-1.08,213.102872,134.03400000000002,134.16199999999998,-3.2782659311479847,26.416651256953415,0.01632865641574876,3569.9144,-0.008041098950190007,-0.00807360294886341,0.00797602032489797
688235.SH,2022-01-19,133.23,133.6,131.9,132.48,133.23,-0.75,186.6985,133.55,133.79,-3.258696040145793,26.09051994784859,0.011014635173801482,3558.1796,-0.005629362756136014,-0.00564526733517104,-0.0032871376411715003
688235.SH,2022-01-20,133.28,134.42,132.51,132.8,132.48,0.32,179.796618,133.18800000000002,133.81,-3.1828032367590424,29.73212427456525,0.007243818946628728,3555.0629,0.0024154589371983004,0.0024125464053841475,-0.0008759254310828357
688235.SH,2022-01-21,135.08,135.45,133.08,133.08,132.8,0.28,226.902736,133.18,133.818,-3.0666334222559612,21.496244341774627,0.007209839412272799,3522.5679,0.002108433734939741,0.0021062141079424817,-0.009140485249923391
688235.SH,2022-01-24,132.81,133.49,132.48,132.48,133.08,-0.6,157.887361,132.814,133.613,-2.9832121870479966,23.798987676100154,0.006081501773477347,3524.105,-0.004508566275924442,-0.004518760513326601,0.00043635780590634
688235.SH,2022-01-25,132.0,132.2,127.79,128.08,132.48,-4.4,291.83869,131.784,132.909,-3.200612321530457,25.746692923912846,0.011358859968582831,3433.0612,-0.033212560386473244,-0.033776621948490126,-0.02583458778895631
688235.SH,2022-01-26,127.08,127.38,123.1,123.97,128.08,-4.11,273.823331,130.08200000000002,131.816,-3.631690313816307,24.98548696830052,0.014039544669791529,3455.6679,-0.032089319175515385,-0.032615467838403855,0.006584997669135673
688235.SH,2022-01-27,123.1,123.1,118.0,118.01,123.97,-5.96,323.103739,127.124,130.156,-4.362195824400004,17.14159403847809,0.018574773955011007,3394.2474,-0.04807614745502942,-0.04927023421239811,-0.01777384337192811
688235.SH,2022-01-28,113.0,114.37,112.04,112.73,118.01,-5.28,306.373154,123.054,128.11700000000002,-5.271172166231054,8.960838650160426,0.021085210633564593,3361.4397,-0.044741971019405136,-0.04577378758121741,-0.009665677286811891
688235.SH,2022-02-07,118.2,118.94,116.79,116.95,112.73,4.22,254.54757899999998,119.94800000000001,126.38100000000001,-5.608251690180083,19.90724482605411,0.026182105356693252,3429.5809,0.03743457819568885,0.036750913973748134,0.02027143310052537
688235.SH,2022-02-08,115.53,116.11,113.85,116.0,116.95,-0.95,146.06326199999998,117.532,124.65800000000002,-5.877827206016505,19.437248637727038,0.02618024074554887,3452.6288,-0.008123129542539576,-0.008156301923823415,0.0067203255068279955
688235.SH,2022-02-09,115.0,116.78,114.7,116.47,116.0,0.47,153.645162,116.032,123.05700000000002,-5.985727245127762,20.83600348218495,0.026675562672769666,3479.9458,0.004051724137930979,0.00404353800819579,0.007911942343758582
688235.SH,2022-02-10,117.81,119.74,117.17,118.36,116.47,1.89,241.729905,116.102,121.61299999999999,-5.859080664384578,26.571416761910044,0.02786329697008875,3485.9071,0.016227354683609585,0.01609709841744848,0.0017130439215460314
688235.SH,2022-02-11,117.3,117.97,114.7,114.73,118.36,-3.63,135.526099,116.502,119.77799999999999,-5.966773115946495,21.15497064909877,0.028064970450092735,3462.9479,-0.0306691449814126,-0.031149285720957237,-0.006586291413216316
688235.SH,2022-02-14,112.05,113.9,111.12,113.58,114.73,-1.15,143.79494200000002,115.828,117.88799999999999,-6.069671446513567,21.11142912202274,0.027903360182448236,3428.8821,-0.01002353351346641,-0.010074107361765151,-0.00983722567700207
688235.SH,2022-02-15,114.57,120.2,114.57,117.83,113.58,4.25,267.92550300000005,116.194,116.86300000000001,-5.756950638531663,30.471862793759584,0.0314704835480583,3446.0885,0.03741855960556428,0.03673547327596279,0.0050180786326832205
688235.SH,2022-02-16,119.94,120.93,119.01,119.2,117.83,1.37,188.288704,116.74000000000001,116.38600000000001,-5.341442280463184,32.36513347738929,0.030758942274195115,3465.8305,0.01162692013918365,0.01155984690600012,0.005728813987220693
688235.SH,2022-02-17,118.54,119.78,117.72,118.0,119.2,-1.2,131.574706,116.66799999999998,116.38499999999999,-5.046872309004996,30.901711433030385,0.026720126305874236,3468.0354,-0.010067114093959773,-0.010118130165584667,0.000636182294546872
